Genre,Lyrics
Metal,"Watch those idiosyncrasies
Watch all the idiots fall on me
Running out of ways to get outta the way
Take another shot just to stay the same
But I need some balance - back it off
Fill your lungs 'til it makes you cough
Tell me everything's gonna be alright
'Cause I don't think I'll make it through tonight
The only way - is all the way
The only way - is all the way
The only way - (the only way) is all the way (is all the way)
The only way - (the only way) is all the way (is all the way)
OH - MY - GOD
It's judgement day and I'm not prepared
Everybody's out there's running scared
So - take a little bit off the top
I don't care, just make it stop
I won't give another soul.
to you
I won't give another life.
to you
You don't have to stop!
STOP!
STOP!
STOP!
Do one thing and say something cryptic
But the styles always clash
One thing I know for sure
Hypothetical won't work anymore
One wrong move and they will pound!
My nails are tight inside my wrists
This sacrament is sacrilege and sentimental
Deity experimental - Faith is accidental
I won't give another soul.
to you
I won't give another life.
to you
I won't give another thought.
to you
I won't give any more of my hope.
to you
Hypothetical won't work anymore
One move open they will pay
My nails, are driving inside my wrists
This sacrament, is sacrilege, and sentimental
Maybe it's experimental
Circumsize the dental
I won't give another soul (to you)
I won't give another life (to you)
I won't give another thought (to you)
I won't give anyone my hope (to you)"
Metal,"That was all I got and now you got me
All I ever really wanted was to take the blame
I will go down in history and not down in flames
Meningitis - I will survive this
Dry sockets and a schizophrenic crisis
The Time of The Nine has begun
Get out of the way or you will suffer as one
Oh, this is so typical - apocalyptical
Hanging on abysmal release - Jesus
I don't need this - don't wanna be this
Icon in the making - My hands are fucking shaking
What if God doesn't care?
What if God doesn't care
Remember - Surrender - The time is now
Continue - We're in you...
And we will burn your cities down
America is a killing name
It doesn't feel or discriminate
Life is just a killing field
It's all that's left - nothing's real
Throw away your disposable past
And fall apart like a cigarette ash
We are the fatal and vital ones of the world
And we will burn your cities down
What if God doesn't care?
What if God doesn't care?
America is a killing name
It doesn't feel or discriminate
Life is just a killing field
It's all that's left - nothing's real
Throw away your disposable past
And fall apart like a cigarette ash
We are the fatal and vital ones of the world
And we will burn your cities down
Down
We will burn your cities down
Feed the hungry - feed them shit
Feed them bones and politics
You wanna revolutionize?
Be specific and believe your eyes
Start a war in another backyard
And we'll destroy your house of cards
Give me a minute and I'll change your mind
Give me a bullet and I'll change your life
Remember - Surrender - The time is now
Continue - We're in you...
And we will burn your cities down
America is a killing name
It doesn't feel or discriminate
Life is just a killing field
It's all that's left - nothing's real
Throw away your disposable past
And fall apart like a cigarette ash
We are the fatal and vital ones of the world
And we will burn your cities down
Down x2
We will burn your cities down
Down x2
We Will burn your cities down
America...
What if ""God"" doesn't care?"
Metal,"Pain ain't so beautiful, the city of angels
You know who you are
It's not that you're waiting for some sweet tomorrow
In a room full of darkness hoping you'll find
Lightz
It's not that you're waiting for some sweet tomorrow
In a room full of darkness hoping you'll find
What the fuck did days become
What a phase to run
We don't judge no priest, we don't preach we cum
Smoke all of my lungs, fuck you i'm having fun
We ain't blind, we see
We don't beat we drum
Organize the ways, damn this life is a stage
Grab the moment and own it,
i'm looking forward today, before i hop on this plane
It's important to say goodbye to my kids,
you know you better behave
I'm living outta my soul, fuck it there's no regrets
I'm hittin' texas we're selling this cash money a bet
I've seen this ship before and i ain't have no fear
I'm near, i'm near, i'm near
Bitch i'm right here
Fuck it ima drink if i don't get dui
See these tickets sneak up, on you like a sniper eye, yeah,
I'm right above the clouds boy
Ain't no way, it's time to get it now boy
Pain ain't so beautiful, the city of angels
You know who you are
It's not that you're waiting for some sweet tomorrow
In a room full of darkness hoping you'll find
Lightz
I had been through this storm, been through the rain
People tellin' me lies, nobody taking the blame
Jumping through all my thoughts like it's a picket fence
All the shit that i've done doesn't really makes sence
Show 'em how to behave, show 'em how to go far
Show 'em how to believe, show 'em just who you are
Fell in love with a stripper, she happy outta my head
Every fucked up lady you can say what she said
With every single right, i'm always born white
I'm punching these walls and it ain't no right
No cheese, no bite, come alive in the night
And i sleep in the day that's some vampire life
Cash money metal, i should get a medal
Going for the gold, life don't settle
It's a waste to the pain, beauty is the name
Taggin' on my heart cause my life won't change
Pain ain't so beautiful, the city of angels
You know who you are
It's not that you're waiting for some sweet tomorrow
In a room full of darkness hoping you'll find
Lightz
It's not that you're waiting for some sweet tomorrow
In a room full of darkness hoping you'll find
Lightz"
Metal,"Trying to tear me apart!
Breaking me down to the bone!
So listen closely cause what you don't see
Is there's still blood inside this bleeding heart
Still beating
Still breathing
Falling from grace, you laugh in my face!
But you are the one who will leave with the beating!
With bleedin' hands I fight for a life that?s beat me down
Stand up and scream while the rest of the world won?t make a sound!
Rising again from the fire
A phoenix alive and inspired
You can't erase me, won't even phase me
No one hears a fucking word you say
Still bleeding
Still breathing
Falling from grace you laugh in my face
But you are the one who will leave with a beating
With bleedin' hands I fight for a life that?s beat me down
Stand up and scream while the rest of the world won?t make a sound!
With bleedin' hands I fight with the pride left in me now
Stand up and scream while the rest of the world won?t make a sound!
Stand and scream
Stand and scream
Stand and scream
Stand and scream
With bleedin' hands I fight for a life that?s beat me down
Stand up and scream while the rest of the world won?t make a sound!
With bleedin' hands I fight with the pride left in me now
Stand up and scream or the rest of the world won?t make a sound!
(Stand and scream)
With bleedin' hands
These bleedin' hands
Stand up and scream while the rest of the world won?t make a sound"
Metal,"Can we say that we are free
Our hands are bound and voices silent
I'm sure it's not a dream
I am awake, my eyes are open

I can't accept and won't concede
In aftermath we find redemption
The causes that are seized
And disguised as revolution

Quell the rage that deeply seethes
The extremes of these devotions
Dismantle the machine
The device of their creation

I can't accept and won't concede
That this is who we are
The conflict that is seized
And disguised as greater notions

To the songs that sing of glory and the brave
Are we dreaming there are better days to come
When will the banners and the victory parades
Celebrate the day a better world was won

On the day, the storm has just begun
I will still hope there are
Better days to come

In the face of what I say
My words will turn to anger
Malevolence in need
Cannot provide direction

I won't accept this thought
That this is who we are
Positions never change
Losing all forward motion

All of that which deeply seethes
Temper your devotion
Dismantle the machine
The device of your convictions

I can't accept and won't concede
That this is who we are
The conflict that is seized
And disguised as greater notions

To the songs that sing of glory and the brave
Are we dreaming there are better days to come
When will the banners and the victory parades
Celebrate the day a better world was won

To the songs that sing of glory and the brave
Are we dreaming there are better days to come
When will the banners and the victory parades
Celebrate the day a better world was won

On the day the storm has just begun
I will still hope there are
Better days to come

On the day the storm has just begun
I will still hope there are
Better days to come
"
Metal,"A lethal bolt pierces the air
Like a falling star
Young eyes are observing in the darkness
His stare's reflecting fright
And scared he's struggling hard
To go back
Uneasy warders guard
The jail on quiet nights
Young eyes contemplating somewhere to hide
Mankind will soon learn
That the end has come in time
Dividing lands, retracing
All the borders will colide
Revealing ages when the absence
Of forgiveness rules our lives
Home how I go
My badge is wearing out
Written on the sand
Words to reconcile - unholy wars
Forgive us our father
For we have sinned
Blinded by pride
We know not what we do
Thy kingdom will be done
By holy wars
The battle is over
But the war still rages on!
Dividing lands, retracing
All the borders will colide
Revealing ages when the absence
Of forgiveness rules our lives
Home how I go
My badge is wearing out
Written on the sand
Words to reconcile - unholy wars"
Metal,"We walk through the ages 
The world on our shoulders 
The burden we carry 
To the dark end of our days 

A thousand eyes watching 
Every step we are taking 
Waiting to see us 
Struggle and fall 

And when we are beaten 
The cross holds us down 
I hear them laughing 
And walking away 

Carry the Cross 
And suffer the loss 
Hear my confession 
Forever damnation 

Reincarnation 
Bleeding forever 
Recover the pain 
Pain gives me strength 

Pick up the cross 
And carry it on 
Over and over 
The wheel turns again 

And when we are beaten 
The cross holds us down 
Ihear them laughing 
And walking Away 

Carry the cross 
And suffer the loss 
Hermy confession 
Forever damnation"
Metal,"Sourceless, rythmless, heartless.
I scan the desert.
Since I, in my beasthood saw the dancers there.
As my hands, two tiny figures, came visible,
Like a carniver of flesh.
A union of monstrosities.

Curveless, boundless, eyeless.
I flee from the source of my agony.
Since I, in my beasthood, took form
In new, alien anatomies.
My limbs towering, mounting in celebration.
Murmuring the approval of new glories;
New threats, new intimacy.

With this, I am fit to charm the Devil.
Sneering down my pale face.
I am erect with his anger and lust.
I am the grace of them all.

Still sneering, drooling, floating.
Breeding curves of hell.
And shreds of pre-human gloss.
This softens those songs to dust."
Metal,"i hear the roar of a big machine
two worlds and in between
hot metal and methedrine
i hear empire down
i hear empire down
i hear the roar of a big machine
two worlds and in between
love lost
fire at will
dum-dum bullets and shoot to kill
i hear
dive
bombers
and
empire down
empire down
i hear the sons of the city and dispossessed
get down
get undressed
get pretty but you and me
we got the kingdom
we got the key
we got the empire
now as then
we don't doubt
we don't take direction
lucretia
my reflection
dance the ghost with me
we look hard
we look through
we look hard to see for real
such things i hear
they don't make sense
i don't see much evidence
i don't feel
i don't feel
i don't feel
a long train held up by page on page
a hard reign held up by rage
once a railroad
now it's done. i hear the roar of a big machine
two worlds and in between
hot metal and methedrine
i hear empire down. we got the empire
now as then
we don't doubt
we don't take reflection
lucretia
my direction
dance the ghost with me."
Metal,"verse
E-------------------------------------
B-------------------------------------
G-----6-6----8-8-----------6-6-------- 2x
D-----6-6----8-8----4-4----6-6--------
A-----4-4----6-6----4-4----4-4--------
E-------------------2-2---------------
prechorus
E--------------------------------------------
B--------------------------------------------
G-----33333333------------66666666-----------
D-----33333333--44444444--66666666--66666666-
A-----11111111--44444444--44444444--66666666-
E---------------22222222------------44444444-
E--------------------------------------------------------
B--------------------------------------------------------
G-----33333333------------66666666-----------------------
D-----33333333--44444444--66666666--66666666--44444444---
A-----11111111--44444444--44444444--66666666--44444444---
E---------------22222222------------44444444--22222222---
chorus
E---------------------------------------------
B---------------------------------------------
G----66666666--88888888------------66666666--- repeat 2x
D----66666666--88888888--44444444--66666666---
A----44444444--66666666--44444444--44444444---
E------------------------22222222-------------
heavy chorus
E---------------------------------------------
B---------------------------------------------
G----66666666--88888888------------66666666--- repeat 2x
D----66666666--88888888--44444444--66666666---
A----44444444--66666666--44444444--44444444---
E------------------------22222222-------------
ending
E-------------------------------------------
B-------------------------------------------
G-------------66666666---------------------- 3x
D---44444444--66666666----------------------
A---44444444--44444444----------------------
E---22222222--------------------------------
verse
pre-chorus
chorus
verse
pre-chorus
chorus
heavy chorus
chorus (1x)
end."
Metal,"Step back cause the bass is fuzzin'
Bloodhound Gang bangs more than the dirty dozen
Alley oop here comes the slam i know where I stand
I'm feelin' like Anthrax cause you know O'm the man
Yea I dug your dame but all I did was kiss her
But I got to second base with your mom and your sister
I'll wipe the grin off your face like I was a can of Windex
I threw a right I threw a right was I live or Memorex
Go down down deep deep in and out quick
Cause I'm harder than Chinese arithmetic
Now my fist is in your face cause you stood in my way
You tried to talk your shit and your ass got paid
I get stupid like the mongoloid Corky
Welcome to McDonald's may I take your order
Cause I'm cold kicken lyrics like my arm was on fire
Like Pinnochio my nose don't grow cause I ain't no liar

Go down go down to get it up get it up
Go down go down to get it up y'all

Clap it on clap it off sniff my exhaust
Cause i got more steps than Barishnikov
Like a pirouette, a pirouette, a pair of wet jeans
You don't understand but your girl knows what I mean
So I kicks my lines kind of complex
A text of intricate words and other spoken effects
Like a preacher on the mount teaching things he doesn't follow
When you tried to hit the brake but pushed on the throttle
Mr. Goody Two Shoes picture the scenario
Your girl blew me as I blew your stereo
And I gots more bass than a baseball diamond
Don't put me on your chalkboard cause I'm not down with Simon
Sonic boom in your room assume you're not there
Booty licken' nugget picken' with your dad downstairs
Love is just a fallacy I got more force than gravity
I can run all night like an Energizer battery

Go down go down to get it up get it up
Go down go down to get it up y'all"
Metal,"Down on the street where the faces shine
Floatin' around I'm a real low mind
See a pretty thing in a wall
See a pretty thing in a wall
In a wall
In a wall
In a wall
Yeah deep in the night I'm lost in love
Yeah deep in the night I'm lost in love
A thousand eyes they look at you
A thousand eyes they, they look at you
Oh Come On! (x3)
Yeah Yeah Yeah
(repeat)
Oh Come On! (x3)
Yeah Yeah Yeah
Where faces shine
A real low mind
Faces Shine
A real low
Oh Come On! (x3)"
Metal,"It waits for the day I will let it out.
To give it a reason, to give its might.
I fear who I am becoming,
I feel that I am losin the struggle within.
I can no longer restrain it,
my strength it is fading,
I have to give in.
CHORUS:
It's the fear
Fear of the dark
It's growing inside of me,
that one day will come to life.
Have to save
To say my beloved,
there is no escape,
because my faith is horror and doom.
Hold down your head now,
just let me pass by.
Don't feed my fear,
if you don't want it out.
I fear who I am becoming,
I feel that I am losing all beauty within.
I can no longer restrain it,
my strength it is fading.
I have to give in.
REPEAT CHORUS
Long ago it came to me
And ever since that day,
infected with its rage
but it ends today.
REPEAT CHORUS

by chair hussein"
Metal,"at first you don't succeed
tried and tried again
worked your hands to bleed
don't give up my friendwell in this game called life you got to keep on trying
don't make no body push you down and give you pure problem
oi! life it is for living not for aggravation
when their getting under your skin and trying to cause you tension
you tell them
inside this flesh nuff ah we jusa suffer
and influences they will come take we over
1 think in life i and i must remember
stand up for something and you'll hear the oppressor singing
you got to make up your mind
life
choices and decisions
you got to make up your mind
life
choices and decisions
where do we go there are so many signs
life
choices and decisions
you got to make up your mind
life
choices and decisions
well well at first you don't smoke weed but now you're hooked on smack
you look back over your life and you wish you could go back
rewind reject it and start it again
you know you wouldn't end up with this juxtaposition
right! inside this flesh nuff ah we jusa suffer
and influences they will come take we over
1 think in life i and i must remember
stand up for something and you'll hear the oppressor singing
to follow or to lead
or do you just pretend?
to pause or to proceed
the choice is yours my friend
which way do you go? where you gunner go? i do not know! you see
life is one big road with lots of signs
surely you'll find
you got to make up your mind to face rality all the time
many ah problem many ah joy
never you try to take life for a toy
some doing good lord some doing bad
all of these choices are driving me
mad
so mad
driving me mad
driving me mad
driving me mad
driving me mad
life
choices and decisions
life
choices and decisions
life
choices and decisions
life life life life
choose life"
Metal,"All I want in life is to be happy (happy)
All I want in life is to be happy (happy)
All I want in life is to be happy (happy)
All I want in life is to be happy (happy)
It seems funny to me
How fucked things can be
Everytime I get ahead
I feel more dead."
Metal,"Uncertain I ride to calm myself
I'm searchin' for something
That gets me out of this place
I need this
Like the Devil needs Jesus
Like a war needs treason
I've been through hell for a reason
(I see my life just slipping away)

Hey, I'm gonna ride insane
And at the moment life starts to burn
I'm gonna ride this sunset to the grave

Ticking faster, I can see the end
I'm reaching out, to pull myself
Up to see again
I need this
Like an angel that's bleeding
(Right now)
I hear the Devil screaming
We go through hell for a reason
(I see my life just slippin' away)

Hey, I'm gonna ride insane
And at the moment life starts to burn
I'm gonna ride this sunset to the grave

(What's) the meaning
(Try) to understand
(Why) the feeling's stuck inside of me
(What's) the meaning of
(Try) Trying to understand
(Why) It's always up in lies
Lies! Lies! Lies!

Hey, I'm gonna ride insane
And at the moment life starts to burn
I'm gonna ride this sunset to the grave

Hey, I'm gonna ride insane
And at the moment life starts to burn
I'm gonna ride this sunset to the grave
Why?! Why?! Why?! Lies!"
Metal,"And now I recognize your face and my folly
For longer days and nights this strange redemption'
With words you've bled me dry
Now dust falls from these wounds

Into the airless night I'm cast
Hear me call you
I know I can't create a lie you won't see through
Through in this blessed tone I am a child in wanting
A feeling not unlike regret permeates me
And with the birth of fear I am set free

From these wounds I claim redemption
From these wounds I am redeemed

In passing I recall with such vivid clarity
The soft whispering reminders of foolish notions
Too late I realized my wrongs and my carelessness
Now from the stone I hear you call
I can not answer

Believe me my regret runs deep yet I know peace
For in 24 years I've always been inspired
The loss I do regret and still I know redemption
For you are better gone now you are set free"
Metal,"Catch me as I fall
Say you're here and it's all over now
Speaking to the atmosphere
No one's here and I fall into myself
This truth drives me into madness
I know I can stop the pain if I will it all away
If I will it all away
Don't turn away
[Don't give in to the pain]
Don't try to hide
[Though they're screaming your name]
Don't close your eyes
[God knows what lies behind them]
Don't turn out the light
[Never sleep, never die]
I'm frightened by what I see
But somehow I know that there's much more to come
Immobilized by my fear
And soon to be blinded by tears
I can stop the pain if I will it all away
If I will it all away
Don't turn away
[Don't give in to the pain]
Don't try to hide
[Though they're screaming your name]
Don't close your eyes
[God knows what lies behind them]
Don't turn out the light
[Never sleep, never die]
Fallen angels at my feet
Whispered voices at my ear
Death before my eyes
Lying next to me I fear
She beckons me shall I give in
Upon my end shall I begin
Forsaking all I've fallen for I rise to meet the end
Don't turn away
[Don't give in to the pain]
Don't try to hide
[Though they're screaming your name]
Don't close your eyes
[God knows what lies behind them]
Don't turn out the light
[Never sleep never die]"
Metal,"[Chorus]
Die
Your fate is sealed by lethal injection
Tried by a jury of false perception
Lied to, they bribe you
Submit to the wrong correction
Your final dose is a lethal injection

Your time has come
It's time to die
Your soul is heavy
Your heart is dry
Inner fear takes control
Say goodbye to this world

[Chorus]

Judgment falls
From the sky
Lethal injection
You die tonight
The bleeding starts
Your life passes by
Darkness falls
The end of life

[Chorus]"
Metal,"[chorus]
Where do you stand in this Battle Cry? Tribal Soldier!
Represent I and I a, Jah Jah warrior
[4x]
The reconstruction commences; the soldiers equip for the lessons
My life, a sacrifice is made new through these confessions
Manifested, this joy is my desire
Light this fire to flames; praise the name, Jehovah Jireh
Is my provider, the truth that lives inside of this fighter?
Take me higher, Master, Sire makes me a good rider
I'm gonna ride on down til I break through the front lines
And ain't going home until I gets mines
[chorus]
I grab ahold of my second chance, this time gonna make it last
Left the world came back an Outkast
To lay among the remains, through the trials and the pains
Run for cover, make shelter, uncharted terrains
Bloodstains light the paths to the ways of living breath
My soul is put to the test
Blessed with a mic in my hand, Jah make straight my steps
Then I hooked up with Payable On Death
We flow in Unity, stand in One while the foolish be
Lost in this hour, with Power we have Authority
To overcome while these cowards just pick up and run
We ain't done till this battle has been fought and won
The victory, how sweet it be, is already ours
Holding the stars, is the man that carries my scars
Always the same, I wear his name with now shame
Here in this Battle Cry, we will never die
We will never die Tribal Warriors
[chorus]."
Metal,"Times new roman you know the type.
Calling me public enemy, but dont believe the hype.
Tough guy like the one in ""star 80"" wanna bait me. 
Hook line sinker now your lady wanna date me.
Gave your girl a little wink, so you make a big stink. 
Shoulders got a chip, so you flip like a tiddlywink. 
Know what i think? I think you might be darwins' missing link.
Get all bent out of shape when the heat is on just like a shrinky dink.
Bet i can take a hint, better than i can take a hit. 
Completely incompatible though im a pussy you're a dick. 
How can you hold a grudge when you cant even hold a job. 
Should've known butter but your not corn on the cob.
I choose to use a song for a weapon, not a sword, struck a chord. 
If i wanted to see stars i'll watch the ""academy awards"". 
That's why i ran like flock of seagulls why make-up like mary kay.
You must've given up on hair plugs, 'cause now you're going toupee.

All in all you're just another dick with no balls. 
All in all you're just another dick with no balls.

Mama said talk this out and resolve. 
Don't wanna be involved so gimme a call when you evolve.
Doggy paddle to the shallow end of the gene pool.
Half with it. Half wit. Half finished high school.
Give you a piece of my mind but i know you want it splattered. 
Heard you like your woman like you like your shrimp, you like em' battered. 
Wife beater perfectly fitting apparel. 
Where's your brother Daryl? Where's your other brother Daryl?
Givin' me that macho man randy savage stare.
Wanna snap into a slim jim, break limbs but do i care?
No sorry, im a lover, not a fighter. Commit your crime. 
I'll be glad to do your girlfriend, i'll be glad that you do time.
Here's the deal i cop a feel you cop a plea, but get the maximum.
Now we both got records but the difference is mine's platinum.
Definitely showed this yellow bellied wimp limp in your cell. Now though alone. 
When you're choking your chicken your chick will be choking on this chickens bone. 

All in all you're just another dick with no balls.
All in all you're just another dick with no balls. 

Right turn Clyde.
Right turn Clyde.
Right turn Clyde.
Right turn Clyde.
Right turn Clyde."
Metal,"So cold is the night
It's silent without light
Since days they promised us
To be home again

The death comes closer
He fear's coming nearer to us
There will be no tomorrow,
Do we go insane

I have a picture of you with me

Will there ever be an end
Will there ever be a last goodbye
Please tell me there is hope
In silence till we die

There is still longing
In my eyes I see a different earth
I'm not impressed, it's just the silence

There must be something to believe in

Will there ever be an end
Will there ever be a last goodbye
Please tell me there is hope
In silence till we die

Waiting it's lately
And there will be a fight
Escape to a new world
What will be behind these lies

Will there ever be an end
Will there ever be a last goodbye
Please tell me there is hope
In silence till we die"
Metal,"hey
are you still awake?
i just woke up in vancouver
but i haven't slept in days
hey
are you still awake?
it's 3am
and i can't seem to shake the smile from my face
i know that i've been missing home
but i don't remember where that was
and one thing that i promise you
is that i'll be home soon
these traveller nights don't feel so alone
when i'm waking up to the sound of the phone
we're minutes away yet miles apart
this is the sound of the separated heart
hey there
are you still awake
i'm still miles from ohio
and it seems like years away
the years have slowly ticked on by
with another overtired drive
but i'm still sitting here thinking of being by your side
these traveller nights don't feel so alone
when i'm waking up to the sound of the phone
we're minutes away yet miles apart
this is the sound of the separated heart
as all this time slips away
with all i've done on the road while you wait
i'm stuck feeling like i've got no place to go
i know the time zones will change
with all i've done on the road while you wait
i'm stuck feeling like i've got no place to go
these traveller nights don't feel so alone
when i'm waking up to the sound of the phone
we're minutes away yet miles apart
this is the sound of the separated
this is the sound of the separated
this is the sound of the separated
this is the sound of the separated
this is the sound of the separated heart"
Metal,"Shut up, don't pass the blame
The same god-damn thing just the name's have changed
On the day you were busted your forgot the line
Don't do the crime if you can't do the time
An animal's acting instinctively
Glorified murderer, insanity
Do you think I'd kill you just count to one
You're the coward, with the gun

Yeah, you thought you knew me
Yeah, you hardly knew me
You don't know me
I know I shouldn't care
My crazy senses of right and wrong that can't be made to break this,
break this, break this

I see something wrong and fix it with my hands
I walk a thin blue line, this cross I came to bear

So now you're dead well wha' dya know
And am I sorry no, I don't think so
They wanted sympathy now that's a bit much
How much did you show, how much
Take the value for one human life
And place it all right down on a roll of the dice
And a one, two, three for the pain you bring
I'm the bird without the left wing

Yeah, you thought you knew me
Yeah, you hardly knew me
You don't know me
I know I shouldn't care
My crazy sense of right and wrong that can't be made to break this,
break this, break this

I see something wrong and fix it with my hands
I walk a thing blue line, this cross I came to bear

Random acts of senseless, random acts of senseless
Random acts of senseless, random acts of senseless
Violence

I see something wrong and I fix it with my hands
I walk a thin blue line, this cross I came to bear
I see something wrong and I fix it with my hands
I walk a thin blue line and I'll be the one who laughs when,
You die"
Metal,"[Chorus]
I take drugs
I take drugs
I take drugs and you should too
[repeat]

Every day in every way
I'm looking for a fix to make me feel okay
I need something to give me hope
Like an automatic weapon or an eight ball of coke

[Chorus]

I'm stressin' out I need it now
I need some fucking pills to bring me down
What's the crime if I snort a line
Toke, choke shoot it up all at the same time

[Chorus]

I need the drugs and they need me
Drug use is the only use for me
Just say no but I'm always sayin' yes
To the D are you G S

[Chorus]"
Metal,It's not over yet - Consuming flames of the faceless one There's no time to repent - As you bow before the serpent god There is no turning back - Festering demons to hatred sworn And ready to attack - The jaws of death are hungry like a war Songs of death shall kill the lies forever and ever Baptized burning - Cold flames will purify my soul Our hearts are rotten to the core Behead the prophets - Their skulls - Trophies in the final war The plague of man - Crowned in terror - Hate and soulless might It's not over yet - Racing down these dead-end streets There's no time to repent - Festering demons to hatred sworn What we have sown - Is ours to reap Songs of death shall kill the lies forever and ever Baptized burning - Cold flames will purify my soul Our hearts are rotten to the core Behead the prophets - Their skulls - Trophies in the final war The plague of man - Crowned in terror - Hate and soulless might As we watch the angels die In the lake of sulphur - We'll watch 'em drown A massacre divine Blasphemous locust in genocide reborn The beating of your heart Echoing in silence - The sound of death As your soul is torn apart A violent cry of pain - Riding your final breath It's not over yet - Consuming flames of the faceless one There's no time to repent - As you bow before the serpent god There is no turning back - Festering demons to hatred sworn And ready to attack - The jaws of death are hungry like a war Songs of death shall kill the lies forever and ever Baptized burning - Cold flames will purify my soul Our hearts are rotten to the core Behead the prophets - Their skulls - Trophies in the final war The plague of man - Crowned in terror - Hate and soulless might
Metal,"You go on living day by day with blood on your hands
Those lies they hypnotize
But you ruined them anyway
And soon you'll come to find you can't turn water into wine
And then we all will see you and all your misery

You better save yourself boy
Before it gets to late
Cause all your pain and suffering will not wait
But what I got you could never take away
Welcome to hell
This is your judgment day

Don't ask for forgiveness
Watch for your soul
You know the answer for
Why your so cold
Don't try to run away
You are here and you must stay
You learn to cry these tears
For one hundred thousand years

You better save yourself boy
Before it gets to late
Cause all your pain and suffering will not wait
But what I got you could never take away
Welcome to hell
This is your judgment day

You better save yourself boy
Before it gets to late
Cause all your pain and suffering will not wait
But what I got you could never take away
Welcome to hell
This is your judgment day
This is your judgment day
This is your judgment day
This is your judgment day
This is your judgment"
Metal,"For blood! For blood! For blood! The legions file in And the crowd, the crowd it roars As the lion, the lion stalks And Christians are thrown into the pit And the frenzied minions chant for it For blood! For blood! For blood! We must have blood They're dragged in chains From dungeons Screaming for mercy Pleading to be freed Disciplined with whips Aggression They're dragged to the pit Still begging to be spared And the crowd, the crowd it roars As the lion, the lion strikes Ripping Christians limb from limb And the crowds are screaming With murderous intent For blood! For blood For blood! We must have blood They're dragged by their hair Screaming in despair The crowds are chanting loud To the lions with this filth They watch, as they are mauled Believers strewn from side to side A feast of death, of blood and gore They're praying to the gods Let there be more"
Metal,"as i listen to my brother speak
of the hell inside his head
i wonder if it's in me too
it's in me too
and too often i'm thinking the same thing
my indecision is my own
but he proved me wrong
these words run deeper
the imperfections and differences
of our skin
only mean one thing
the hell in me is the same hell in him
the dead are alive
and i can't help but sit back and wonder if something is wasted
something is wasted
because you and i are fighting the fight
we are divided
we woke from a dream where we once were united
we are divided
and we're kept awake hoping you can unite us
i'll walk through hell and back
cold blood streaming through my eyes
i'm sick of walking in circles
i'm killing myself just to prove to you i am alive
the dead are alive
and i can't help but sit back and wonder if something is wasted
something is wasted
'cause you and i
are fighting the same fight and it's time you know
that i won't leave you here to fight alone
the dead are alive
and i can't help but sit back and wonder if something is wasted
something is wasted
'cause you and i
are fighting the same fight and it's time you know
the dead are alive
and i can't help but sit back and wonder if something is wasted
something is wasted
'cause you and i
are fighting the same fight and it's time you know
i won't leave you here to fight alone"
Metal,"welcome!
to my kingdom of hearts
feed my ego with lust
slide my fingers inside
by the grace of my hands
take in my wonderland
where the streets painted red
cover me with your youth and beauty
cover me with your youth
bow down
i'm the vasilissa
the queen
the queen of hearts
bow down
kiss the rings agapa me
the queen
the queen of hearts
the faithful
grab the holes in their chests
spill the blood of my blood
i stain the rouge on my face
cover me with your youth and beauty
cover me with your youth
bow down
i'm the vasilissa
the queen
the queen of hearts
bow down
kiss the rings agapa me
the queen
the queen of hearts
your life flows circles around
we are one in this blood sea
let's paint this town red
your heartbeat muffled in my hands
i am you and you are me
let's paint this town red
cover me
cover me
cover me with your youth
bow down
i'm the vasilissa
the queen
the queen of hearts
bow down
kiss the rings agapa me
the queen
the queen of hearts"
Metal,I am the one breaks all This misery you call your life I am the one who will carry you To an altar of joy Follow me Flee from this Except nothing but the best I will hide all your pain Resort to the unknown with Silence The way I will keep Silence From letting you flee You are the one who changed me To a quivering mess You are the one who stopped me From doing all I can Now's your time Let me in Let me in your functioning mind I will hide all your pain Resort to the unknown with Silence The way I will keep Silence From letting you flee I feel your stench So warm I'm home Let me stay And feel you more I come All over now Where do I go from here Leave me behind Never again bitch don't even try Silence your mouths you whore
Metal,"The siren sings a lonely song
Of all the wants and hungers
The lust of love a brute desire
The ledge of life goes under

Divide the dream into the flesh
Kaleidoscope and candle eyes
Empty winds scrape on the soul
But never stop to realize

Animal whisperings
Intoxicate the night
Hypnotize the desperate
Slow motion light

Wash away into the rain
Blood, milk and sky
Hollow moons illuminate
And beauty never dies

Running wild, running blind
In the body deep
A thousand years beside myself
I do not sleep

Seduce the world at rest
Dead water lies
Ride the only one who knows
Beauty never dies"
